ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0060420	regulation of heart growth	21/179	26/2086	5.90652391550854e-19	5.53065421179436e-18	1.24347871905443e-18	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0014883	transition between fast and slow fiber	21/179	27/2086	2.46352452432753e-18	1.81245018575525e-17	4.07500297257185e-18	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0031444	slow-twitch skeletal muscle fiber contraction	21/179	27/2086	2.46352452432753e-18	1.81245018575525e-17	4.07500297257185e-18	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0055009	atrial cardiac muscle tissue morphogenesis	21/179	27/2086	2.46352452432753e-18	1.81245018575525e-17	4.07500297257185e-18	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0050776	regulation of immune response	19/179	22/2086	2.69747055689874e-18	1.85226311573713e-17	4.16451594749279e-18	btp011762-T1/btp011759-T1.1.61e8db80/btp011768-T1/btp011757-T1/btp011763-T1/btp011766-T1/btp011765-T1/btp011761-T1/btp011756-T1/btp011767-T1/btp011760-T1.1.61e8db81/btp_model_33_61e8b608/btp029121-T1/btp029123-T1/btp029122-T1/btp029125-T1/btp029120-T1/btp029119-T1/btp029118-T1	19
GO:0048936	peripheral nervous system neuron axonogenesis	16/179	16/2086	4.58913477409763e-18	2.95425551082535e-17	6.64216875198341e-18	btp003692-T1/btp003684-T1/btp003687-T1/btp003688-T1/btp003691-T1/btp003683-T1/btp003716-T1/btp003713-T1/btp003714-T1/btp003715-T1/btp003711-T1/btp003712-T1/btp003717-T1/btp003693-T1/btp003686-T1/btp003690-T1	16
GO:0003208	cardiac ventricle morphogenesis	21/179	28/2086	9.13312196823427e-18	4.70355781364065e-17	1.05751938579555e-17	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0014898	cardiac muscle hypertrophy in response to stress	21/179	28/2086	9.13312196823427e-18	4.70355781364065e-17	1.05751938579555e-17	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0030049	muscle filament sliding	21/179	28/2086	9.13312196823427e-18	4.70355781364065e-17	1.05751938579555e-17	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0035050	embryonic heart tube development	21/179	28/2086	9.13312196823427e-18	4.70355781364065e-17	1.05751938579555e-17	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0030326	embryonic limb morphogenesis	21/179	29/2086	3.06845422801782e-17	1.31687827285765e-16	2.96078916738562e-17	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0043462	regulation of ATPase activity	21/179	29/2086	3.06845422801782e-17	1.31687827285765e-16	2.96078916738562e-17	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0055010	ventricular cardiac muscle tissue morphogenesis	21/179	29/2086	3.06845422801782e-17	1.31687827285765e-16	2.96078916738562e-17	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0060325	face morphogenesis	21/179	29/2086	3.06845422801782e-17	1.31687827285765e-16	2.96078916738562e-17	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0001701	in utero embryonic development	25/179	43/2086	6.87286868692338e-17	2.83162189901243e-16	6.3664467836764e-17	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1/btp030158-T1/btp029822-T1/btp004219-T1/btp029792-T1.1.61e8db7a	25
GO:0002027	regulation of heart rate	21/179	30/2086	9.47939933685522e-17	3.6162153025781e-16	8.1304789633846e-17	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0046034	ATP metabolic process	21/179	30/2086	9.47939933685522e-17	3.6162153025781e-16	8.1304789633846e-17	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0003009	skeletal muscle contraction	21/179	31/2086	2.72342249446959e-16	9.67284541139201e-16	2.17478384313361e-16	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0030239	myofibril assembly	21/179	31/2086	2.72342249446959e-16	9.67284541139201e-16	2.17478384313361e-16	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0001708	cell fate specification	16/179	18/2086	6.01912081926366e-16	2.06656481461386e-15	4.64633887802809e-16	btp003692-T1/btp003684-T1/btp003687-T1/btp003688-T1/btp003691-T1/btp003683-T1/btp003716-T1/btp003713-T1/btp003714-T1/btp003715-T1/btp003711-T1/btp003712-T1/btp003717-T1/btp003693-T1/btp003686-T1/btp003690-T1	16
GO:0002026	regulation of the force of heart contraction	21/179	33/2086	1.87120095424039e-15	6.02292807146125e-15	1.35415858530554e-15	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0055013	cardiac muscle cell development	21/179	33/2086	1.87120095424039e-15	6.02292807146125e-15	1.35415858530554e-15	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0003007	heart morphogenesis	21/179	34/2086	4.53522660886819e-15	1.41554042640431e-14	3.18261516411803e-15	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0030048	actin filament-based movement	21/179	35/2086	1.05068430129133e-14	3.18295538332375e-14	7.15636366204624e-15	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0048706	embryonic skeletal system development	21/179	37/2086	5.00728853348267e-14	1.47357348271062e-13	3.31309316501109e-14	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0008217	regulation of blood pressure	21/179	38/2086	1.03714989298748e-13	2.96740108271419e-13	6.67172445781423e-14	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0002638	negative regulation of immunoglobulin production	12/179	12/2086	1.12864240896587e-13	3.05921495061801e-13	6.87815318483354e-14	btp011762-T1/btp011759-T1.1.61e8db80/btp011768-T1/btp011757-T1/btp011763-T1/btp011766-T1/btp011765-T1/btp011761-T1/btp011756-T1/btp011767-T1/btp011760-T1.1.61e8db81/btp_model_33_61e8b608	12
GO:0030888	regulation of B cell proliferation	12/179	12/2086	1.12864240896587e-13	3.05921495061801e-13	6.87815318483354e-14	btp011762-T1/btp011759-T1.1.61e8db80/btp011768-T1/btp011757-T1/btp011763-T1/btp011766-T1/btp011765-T1/btp011761-T1/btp011756-T1/btp011767-T1/btp011760-T1.1.61e8db81/btp_model_33_61e8b608	12
GO:0050767	regulation of neurogenesis	16/179	22/2086	2.15678083404973e-13	5.69611348479801e-13	1.28067957757339e-13	btp003692-T1/btp003684-T1/btp003687-T1/btp003688-T1/btp003691-T1/btp003683-T1/btp003716-T1/btp003713-T1/btp003714-T1/btp003715-T1/btp003711-T1/btp003712-T1/btp003717-T1/btp003693-T1/btp003686-T1/btp003690-T1	16
GO:0008016	regulation of heart contraction	21/179	40/2086	4.06181168850972e-13	9.96110961705955e-13	2.2395954172234e-13	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0014823	response to activity	21/179	40/2086	4.06181168850972e-13	9.96110961705955e-13	2.2395954172234e-13	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0048741	skeletal muscle fiber development	21/179	40/2086	4.06181168850972e-13	9.96110961705955e-13	2.2395954172234e-13	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0030100	regulation of endocytosis	12/179	13/2086	1.35818019493588e-12	3.10872355729768e-12	6.98946533066417e-13	btp011762-T1/btp011759-T1.1.61e8db80/btp011768-T1/btp011757-T1/btp011763-T1/btp011766-T1/btp011765-T1/btp011761-T1/btp011756-T1/btp011767-T1/btp011760-T1.1.61e8db81/btp_model_33_61e8b608	12
GO:0050849	negative regulation of calcium-mediated signaling	12/179	13/2086	1.35818019493588e-12	3.10872355729768e-12	6.98946533066417e-13	btp011762-T1/btp011759-T1.1.61e8db80/btp011768-T1/btp011757-T1/btp011763-T1/btp011766-T1/btp011765-T1/btp011761-T1/btp011756-T1/btp011767-T1/btp011760-T1.1.61e8db81/btp_model_33_61e8b608	12
GO:0050859	negative regulation of B cell receptor signaling pathway	12/179	13/2086	1.35818019493588e-12	3.10872355729768e-12	6.98946533066417e-13	btp011762-T1/btp011759-T1.1.61e8db80/btp011768-T1/btp011757-T1/btp011763-T1/btp011766-T1/btp011765-T1/btp011761-T1/btp011756-T1/btp011767-T1/btp011760-T1.1.61e8db81/btp_model_33_61e8b608	12
GO:0060048	cardiac muscle contraction	21/179	42/2086	1.42970171174868e-12	3.20128861543726e-12	7.19758298820846e-13	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0045893	positive regulation of transcription, DNA-templated	31/179	91/2086	1.68684267671579e-12	3.6966977808878e-12	8.31143088191432e-13	btp017382-T1/btp017363-T1/btp017384-T1/btp017383-T1/btp017362-T1/btp_model_121_61e8b608/btp023657-T1/btp_model_68_61e8b608/btp_model_93_61e8b608/btp029362-T1/btp029363-T1/btp012035-T1/btp012049-T1/btp012027-T1/btp012034-T1/btp010545-T1/btp010552-T1/btp022121-T1/btp022115-T1/btp022155-T1/btp022120-T1/btp022098-T1/btp022119-T1/btp005794-T1/btp005790-T1/btp_model_82_61e8b608/btp027840-T1/btp005783-T1/btp027880-T1/btp027865-T1/btp000658-T1	31
GO:0001501	skeletal system development	21/179	43/2086	2.58909499707347e-12	5.44238336119525e-12	1.22363243685535e-12	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0007517	muscle organ development	21/179	43/2086	2.58909499707347e-12	5.44238336119525e-12	1.22363243685535e-12	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0060047	heart contraction	21/179	45/2086	7.97185943582615e-12	1.64220304378019e-11	3.69222963343527e-12	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0045214	sarcomere organization	21/179	46/2086	1.35895886843928e-11	2.74456398920091e-11	6.17071106412058e-12	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0007219	Notch signaling pathway	16/179	27/2086	2.56306367465568e-11	5.07683766326029e-11	1.14144536118269e-11	btp003692-T1/btp003684-T1/btp003687-T1/btp003688-T1/btp003691-T1/btp003683-T1/btp003716-T1/btp003713-T1/btp003714-T1/btp003715-T1/btp003711-T1/btp003712-T1/btp003717-T1/btp003693-T1/btp003686-T1/btp003690-T1	16
GO:0009952	anterior/posterior pattern specification	16/179	28/2086	5.53646161242076e-11	1.07595386052705e-10	2.41910934405674e-11	btp003692-T1/btp003684-T1/btp003687-T1/btp003688-T1/btp003691-T1/btp003683-T1/btp003716-T1/btp003713-T1/btp003714-T1/btp003715-T1/btp003711-T1/btp003712-T1/btp003717-T1/btp003693-T1/btp003686-T1/btp003690-T1	16
GO:0006936	muscle contraction	21/179	50/2086	9.70604261263351e-11	1.85133775759491e-10	4.16243542841983e-11	btp004481-T1/btp004488-T1/btp004489-T1/btp004485-T1/btp004486-T1/btp004480-T1/btp004487-T1/btp002112-T1/btp004490-T1/btp004471-T1/btp004470-T1/btp004469-T1/btp004478-T1/btp004476-T1_btp004477-T1.1.61e91810/btp004479-T1/btp021365-T1/btp021366-T1/btp021367-T1.1.61e8db7e/btp021368-T1.1.61e8db7e/btp021369-T1/btp021370-T1	21
GO:0042113	B cell activation	12/179	18/2086	1.31824197818225e-09	2.46870770459585e-09	5.55049253971473e-10	btp011762-T1/btp011759-T1.1.61e8db80/btp011768-T1/btp011757-T1/btp011763-T1/btp011766-T1/btp011765-T1/btp011761-T1/btp011756-T1/btp011767-T1/btp011760-T1.1.61e8db81/btp_model_33_61e8b608	12
